Mach,A,Cl,Cd,Cm
2.49,4.9001035603838,0.000547552939732599,0.965983664264093,0.00128205800570674
2.52,4.9001035603838,0.000547682527538435,0.96602534036315,0.00128190621170264
2.55,4.9001035603838,0.000547867454447871,0.965936092536638,0.00128184518279286
2.58,4.9001035603838,0.000548106100254928,0.965719174839102,0.00128187224862304
2.61,4.9001035603838,0.000548397023778969,0.965377873295937,0.00128198488242115
2.64,4.9001035603838,0.00054873877159884,0.964915502945268,0.0012821807483892
2.67,4.9001035603838,0.000549129757041117,0.964335395019451,0.00128245712573605
2.7,4.9001035603838,0.000549568378835522,0.963640754572723,0.00128281128496259
2.73,4.9001035603838,0.000550053370402955,0.962834957905197,0.00128324117340681
2.76,4.9001035603838,0.000550582872147822,0.961921270799479,0.00128374351981367
2.79,4.9001035603838,0.000551155643807286,0.960902979106954,0.00128431640461191
2.82,4.9001035603838,0.00055177011143557,0.959783377077737,0.00128495705107693
2.85,4.9001035603838,0.000552425178104529,0.958565746630661,0.00128566364869085
2.88,4.9001035603838,0.000553119486176042,0.9572534117014,0.0012864339491612
2.91,4.9001035603838,0.000553851540698431,0.95584965843135,0.00128726546970239
2.94,4.9001035603838,0.000554619671495405,0.954357777660094,0.00128815531751921
2.97,4.9001035603838,0.000555422536035488,0.952781065505418,0.0012891013045693
